,player_name,player_age,player_position,market_value,from_club,to_club,transfer_fee,transfer_season,remaining_contract_length,nation,90s,sh/90,sot/90,league,sca90,gca90,gls/90,npxg/90,sca_passlive/90,sca_passdead/90,sca_to/90,gca_passlive/90,gca_passdead/90,gca_to/90,total_cmp/90,prgdist_passing/90,ast/90,xa/90,kp/90,1/3_passing/90,ppa/90,prgp/90,touches_att_3rd/90,touches_att_pen/90,carries/90,prgdist_possesion/90,1/3_possesion/90,cpa/90,takeons_succ/90,takeons_tkld/90,prgr/90
43,eli junior kroupi,18,CF,10000000.0,FC Lorient,BOU,13000000.0,24/25,17,FRA,12.0,1.83,1.0,ligue-1,1.66,0.25,0.4166666666666667,0.2916666666666667,1.0833333333333333,0.25,0.25,0.16666666666666666,0.0,0.08333333333333333,18.0,44.75,0.25,0.09166666666666667,0.9166666666666666,0.8333333333333334,0.5833333333333334,1.0,14.5,4.25,21.916666666666668,35.666666666666664,1.0833333333333333,0.4166666666666667,1.0,0.5,5.25
44,dominic solanke,26,CF,40000000.0,BOU,TOT,64300000.0,24/25,35,ENG,36.9,2.87,0.95,premier-league,2.14,0.16,0.5149051490514905,0.46612466124661245,1.6531165311653118,0.0,0.16260162601626016,0.10840108401084012,0.0,0.05420054200542006,10.840108401084011,37.58807588075881,0.08130081300813008,0.05420054200542006,1.056910569105691,0.8672086720867209,0.6504065040650406,1.6260162601626016,14.823848238482386,5.853658536585366,16.23306233062331,38.48238482384824,0.6504065040650406,0.7317073170731707,1.056910569105691,1.6260162601626016,4.9864498644986455
45,kieffer moore,31,CF,2000000.0,BOU,SHU,1790000.0,24/25,23,WAL,1.2,5.0,1.67,premier-league,4.17,0.0,0.8333333333333334,1.25,4.166666666666667,0.0,0.0,0.0,0.0,0.0,23.333333333333336,75.83333333333334,0.0,0.25,1.6666666666666667,1.6666666666666667,1.6666666666666667,3.3333333333333335,25.0,10.0,24.166666666666668,28.333333333333336,0.0,0.0,0.8333333333333334,0.8333333333333334,12.5
46,ivan toney,28,CF,50000000.0,BRE,Al-Ahli SFC,42000000.0,24/25,10,ENG,16.1,3.17,1.3,premier-league,2.42,0.37,0.24844720496894407,0.37267080745341613,1.3664596273291925,0.3105590062111801,0.24844720496894407,0.24844720496894407,0.0,0.06211180124223602,14.161490683229813,73.7888198757764,0.12422360248447203,0.08695652173913042,0.7453416149068323,1.2422360248447204,1.1180124223602483,2.484472049689441,16.956521739130434,4.161490683229813,22.236024844720497,50.24844720496894,1.0559006211180124,0.8074534161490683,0.6211180124223602,0.6211180124223602,6.08695652173913
47,brajan gruda,20,RW,20000000.0,1.FSV Mainz 05,BHA,31500000.0,24/25,22,GER,18.2,1.65,0.66,bundesliga,5.65,0.27,0.21978021978021978,0.19230769230769232,3.5164835164835164,0.7142857142857143,0.43956043956043955,0.21978021978021978,0.054945054945054944,0.0,23.351648351648354,126.26373626373626,0.16483516483516483,0.2802197802197802,2.3626373626373627,1.7032967032967035,1.7032967032967035,3.9010989010989015,29.725274725274726,5.10989010989011,31.703296703296704,137.1978021978022,3.021978021978022,2.417582417582418,3.7912087912087915,3.4615384615384617,9.175824175824177
48,deniz undav,28,CF,25000000.0,BHA,VfB Stuttgart,26700000.0,24/25,23,GER,23.2,4.57,2.2,bundesliga,4.44,0.73,0.7758620689655172,0.6163793103448276,3.4051724137931036,0.0,0.4310344827586207,0.646551724137931,0.0,0.04310344827586207,25.646551724137932,115.47413793103449,0.4310344827586207,0.2629310344827586,1.6810344827586208,2.887931034482759,1.896551724137931,5.172413793103448,23.146551724137932,6.336206896551724,29.051724137931036,62.88793103448276,1.5517241379310345,0.8620689655172414,1.1637931034482758,0.8620689655172414,7.844827586206897
49,pedro neto,24,RW,55000000.0,WOL,CHE,60000000.0,24/25,35,POR,16.8,2.14,0.71,premier-league,4.45,0.83,0.11904761904761904,0.20833333333333331,2.4404761904761902,0.8928571428571428,0.47619047619047616,0.47619047619047616,0.11904761904761904,0.11904761904761904,32.023809523809526,118.09523809523809,0.5357142857142857,0.22023809523809523,2.261904761904762,1.369047619047619,1.726190476190476,3.214285714285714,30.059523809523807,4.940476190476191,34.58333333333333,155.6547619047619,3.869047619047619,2.5,2.202380952380952,2.5,8.869047619047619
50,marc guiu,18,CF,7500000.0,FC Barcelona,CHE,6000000.0,24/25,12,ESP,0.8,4.86,1.22,la-liga,2.43,0.0,1.25,1.0,2.5,0.0,0.0,0.0,0.0,0.0,10.0,8.75,0.0,0.125,1.25,0.0,1.25,1.25,12.5,5.0,16.25,16.25,1.25,1.25,0.0,0.0,10.0
51,romelu lukaku,31,CF,30000000.0,CHE,SSC Napoli,30000000.0,24/25,22,BEL,29.3,2.18,0.92,serie-a,2.28,0.31,0.44368600682593856,0.30716723549488056,1.9112627986348123,0.0,0.10238907849829351,0.27303754266211605,0.0,0.034129692832764506,14.948805460750853,26.655290102389078,0.10238907849829351,0.051194539249146756,0.9897610921501706,0.7849829351535836,0.44368600682593856,1.2627986348122866,15.290102389078498,4.812286689419795,17.064846416382252,34.77815699658703,0.8191126279863481,0.7508532423208191,0.37542662116040953,0.44368600682593856,7.986348122866894
52,angelo,19,RW,15000000.0,CHE,Al-Nassr FC,23000000.0,24/25,58,BRA,12.2,0.74,0.33,ligue-1,4.45,0.49,0.0,0.03278688524590164,3.5245901639344264,0.1639344262295082,0.4098360655737705,0.4098360655737705,0.0,0.0,24.59016393442623,153.68852459016395,0.24590163934426232,0.24590163934426232,2.1311475409836067,2.6229508196721314,2.0491803278688527,4.836065573770492,23.114754098360656,2.2131147540983607,38.114754098360656,154.344262295082,3.934426229508197,0.49180327868852464,2.459016393442623,1.8852459016393444,9.01639344262295
53,ismaila sarr,26,RW,18000000.0,Olympique Marseille,CRY,15000000.0,24/25,47,SEN,16.1,1.55,0.62,ligue-1,2.49,0.31,0.18633540372670807,0.19875776397515527,1.8633540372670805,0.0,0.12422360248447203,0.3105590062111801,0.0,0.0,22.732919254658384,67.88819875776397,0.24844720496894407,0.14285714285714282,1.2422360248447204,0.6211180124223602,0.9316770186335402,2.2360248447204967,22.173913043478258,5.527950310559006,31.552795031055897,96.64596273291924,2.0496894409937885,1.3043478260869563,0.8695652173913043,1.5527950310559004,9.440993788819874
54,michael olise,22,RW,55000000.0,CRY,Bayern Munich,53000000.0,24/25,23,FRA,14.2,3.95,1.41,premier-league,5.79,0.99,0.7042253521126761,0.33098591549295775,3.098591549295775,1.0563380281690142,0.7746478873239437,0.7746478873239437,0.07042253521126761,0.14084507042253522,38.02816901408451,185.49295774647888,0.4225352112676057,0.35211267605633806,2.535211267605634,3.028169014084507,2.3943661971830985,5.492957746478874,34.014084507042256,5.633802816901409,39.647887323943664,155.6338028169014,3.5211267605633805,1.9014084507042255,2.8169014084507045,2.323943661971831,9.43661971830986
55,jordan ayew,32,CF,4000000.0,CRY,LEI,5900000.0,24/25,10,GHA,28.3,1.7,0.67,premier-league,2.55,0.42,0.1413427561837456,0.13780918727915192,1.4134275618374559,0.17667844522968199,0.17667844522968199,0.35335689045936397,0.0,0.0353356890459364,24.063604240282686,65.58303886925795,0.24734982332155475,0.09540636042402827,0.8833922261484098,1.519434628975265,0.9187279151943463,2.2261484098939928,21.130742049469966,3.3568904593639575,29.540636042402827,74.87632508833921,1.9434628975265018,0.7067137809187279,1.8374558303886925,2.0141342756183747,6.113074204946996
56,iliman ndiaye,24,RW,15000000.0,Olympique Marseille,EVE,18000000.0,24/25,48,SEN,18.0,1.95,0.5,ligue-1,3.39,0.5,0.16666666666666666,0.25,2.388888888888889,0.05555555555555555,0.4444444444444444,0.2777777777777778,0.0,0.0,25.833333333333332,82.94444444444444,0.16666666666666666,0.1611111111111111,1.2222222222222223,2.0555555555555554,0.8333333333333334,3.4444444444444446,22.833333333333332,4.055555555555555,33.94444444444444,83.33333333333333,1.7777777777777777,0.8333333333333334,2.4444444444444446,1.6666666666666667,8.444444444444445
57,chiedozie ogbene,27,RW,8000000.0,LUT,IPS,9500000.0,24/25,0,IRL,22.2,1.58,0.63,premier-league,3.56,0.41,0.1801801801801802,0.1891891891891892,2.2972972972972974,0.0900900900900901,0.5405405405405406,0.04504504504504505,0.0,0.0900900900900901,26.53153153153153,104.23423423423424,0.04504504504504505,0.15765765765765766,1.1261261261261262,1.0810810810810811,0.8108108108108109,2.3873873873873874,23.063063063063066,3.963963963963964,29.27927927927928,167.11711711711712,3.3333333333333335,2.027027027027027,2.7477477477477477,1.981981981981982,6.756756756756757
58,federico chiesa,26,RW,35000000.0,Juventus FC,LIV,12000000.0,24/25,10,ITA,24.4,3.03,1.02,serie-a,4.79,0.37,0.36885245901639346,0.22950819672131148,2.8688524590163937,0.6967213114754098,0.5737704918032788,0.20491803278688525,0.0,0.0819672131147541,20.40983606557377,101.06557377049181,0.0819672131147541,0.22950819672131148,2.2131147540983607,1.7213114754098362,1.8442622950819674,2.8688524590163937,26.352459016393443,5.327868852459017,26.352459016393443,110.53278688524591,2.295081967213115,2.377049180327869,1.4344262295081969,1.9672131147540985,8.852459016393443
59,omar marmoush,25,CF,60000000.0,Eintracht Frankfurt,MCI,75000000.0,24/25,29,EGY,25.6,3.01,1.21,bundesliga,2.93,0.47,0.46875,0.39453124999999994,1.5625,0.1953125,0.390625,0.1953125,0.0390625,0.078125,15.8984375,53.1640625,0.234375,0.171875,1.5625,1.2109375,0.8203125,2.34375,19.6484375,6.0546875,25.2734375,84.1015625,2.03125,1.5625,1.5234375,2.5,6.4453125
60,julian alvarez,24,CF,90000000.0,MCI,Atlético de Madrid,75000000.0,24/25,47,ARG,29.4,3.26,1.26,premier-league,4.01,0.51,0.3741496598639456,0.39115646258503406,2.5170068027210886,0.9523809523809524,0.1360544217687075,0.40816326530612246,0.034013605442176874,0.0,34.38775510204082,101.76870748299321,0.272108843537415,0.2142857142857143,2.2789115646258504,1.4625850340136055,1.3945578231292517,3.503401360544218,33.60544217687075,5.068027210884354,31.08843537414966,71.15646258503402,2.0068027210884356,0.9523809523809524,0.6802721088435374,0.7482993197278912,6.122448979591837
61,joshua zirkzee,23,CF,50000000.0,Bologna FC 1909,MUN,42500000.0,24/25,23,NED,30.7,2.74,0.95,serie-a,3.17,0.33,0.3583061889250814,0.241042345276873,2.2801302931596092,0.0,0.5211726384364821,0.19543973941368079,0.0,0.06514657980456026,23.127035830618894,57.06840390879479,0.13029315960912052,0.08143322475570033,1.4006514657980456,1.3029315960912053,0.9120521172638437,2.801302931596091,20.521172638436482,4.429967426710098,26.514657980456025,57.71986970684039,1.498371335504886,0.7166123778501629,1.6938110749185669,2.3452768729641695,5.928338762214984
62,mason greenwood,22,RW,25000000.0,MUN,Olympique Marseille,26000000.0,24/25,11,ENG,29.6,3.35,1.05,la-liga,3.75,0.57,0.27027027027027023,0.21621621621621623,1.9594594594594594,0.33783783783783783,0.777027027027027,0.2027027027027027,0.06756756756756756,0.13513513513513511,26.25,90.67567567567568,0.2027027027027027,0.14527027027027026,1.2162162162162162,2.0945945945945943,0.9121621621621622,3.0067567567567566,23.31081081081081,4.189189189189189,32.06081081081081,131.72297297297297,2.7027027027027026,2.364864864864865,2.4324324324324325,1.7567567567567566,8.074324324324325
63,facundo pellistri,22,RW,10000000.0,MUN,Panathinaikos FC,6000000.0,24/25,10,URU,13.7,1.24,0.44,la-liga,3.12,0.45,0.14598540145985403,0.18248175182481752,2.18978102189781,0.14598540145985403,0.07299270072992702,0.29197080291970806,0.0,0.0,15.547445255474454,48.24817518248175,0.07299270072992702,0.08029197080291972,1.3138686131386863,0.21897810218978103,1.0218978102189782,1.6058394160583942,18.978102189781023,3.6496350364963503,19.78102189781022,74.08759124087591,1.0218978102189782,0.9489051094890512,0.8759124087591241,1.0218978102189782,7.007299270072993
64,facundo pellistri,22,RW,10000000.0,MUN,Panathinaikos FC,6000000.0,24/25,10,URU,1.9,2.09,1.05,premier-league,1.57,0.52,0.0,0.3684210526315789,1.0526315789473684,0.0,0.0,0.5263157894736842,0.0,0.0,31.578947368421055,76.8421052631579,0.5263157894736842,0.2105263157894737,0.5263157894736842,2.1052631578947367,1.0526315789473684,3.1578947368421053,30.526315789473685,6.842105263157895,38.94736842105263,97.36842105263159,3.68421052631579,2.1052631578947367,2.6315789473684212,2.1052631578947367,16.315789473684212
65,william osula,21,CF,3000000.0,SHU,NEW,11600000.0,24/25,0,DEN,8.7,2.4,0.92,premier-league,1.37,0.11,0.0,0.18390804597701152,0.3448275862068966,0.0,0.1149425287356322,0.0,0.0,0.0,5.6321839080459775,10.114942528735632,0.0,0.02298850574712644,0.1149425287356322,0.3448275862068966,0.2298850574712644,0.2298850574712644,11.954022988505749,3.218390804597701,12.413793103448278,25.74712643678161,0.9195402298850576,0.3448275862068966,0.3448275862068966,1.3793103448275863,4.71264367816092
66,miguel almiron,30,RW,16000000.0,NEW,Atlanta United FC,9550000.0,24/25,17,PAR,21.5,1.91,0.56,premier-league,2.41,0.19,0.13953488372093023,0.20930232558139536,1.8604651162790697,0.046511627906976744,0.13953488372093023,0.09302325581395349,0.046511627906976744,0.0,31.069767441860463,85.86046511627907,0.046511627906976744,0.11162790697674418,1.1162790697674418,1.7674418604651163,0.9767441860465116,3.627906976744186,22.093023255813954,4.0,30.325581395348838,105.86046511627907,2.0,1.0232558139534884,1.069767441860465,1.0232558139534884,7.534883720930233
67,ben brereton,25,CF,8000000.0,Villarreal CF,SOU,8300000.000000001,24/25,35,CHI,3.0,1.67,0.33,la-liga,1.33,0.0,0.0,0.06666666666666667,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,18.333333333333332,69.33333333333333,0.0,0.06666666666666667,0.6666666666666666,1.0,0.6666666666666666,4.666666666666667,21.0,4.333333333333333,25.0,70.33333333333333,4.0,1.0,0.6666666666666666,2.6666666666666665,11.666666666666666
68,ben brereton,25,CF,8000000.0,Villarreal CF,SOU,8300000.000000001,24/25,35,CHI,12.3,2.77,1.3,premier-league,2.52,0.33,0.4878048780487805,0.4308943089430894,1.7073170731707317,0.0,0.3252032520325203,0.16260162601626016,0.0,0.08130081300813008,16.341463414634145,58.536585365853654,0.08130081300813008,0.08943089430894309,0.6504065040650406,1.7886178861788617,0.975609756097561,3.0081300813008127,15.040650406504064,4.146341463414634,19.024390243902438,54.390243902439025,1.2195121951219512,1.5447154471544715,0.8130081300813008,1.3821138211382114,6.341463414634146
69,wilson odobert,19,LW,10000000.0,BUR,TOT,29300000.0,24/25,46,FRA,23.3,2.1,0.6,premier-league,3.26,0.17,0.12875536480686695,0.12017167381974247,2.360515021459227,0.0,0.4291845493562232,0.12875536480686695,0.0,0.0,19.141630901287552,66.9098712446352,0.08583690987124463,0.15450643776824033,1.3304721030042919,1.4592274678111588,0.815450643776824,2.4892703862660945,17.854077253218883,4.206008583690987,23.390557939914164,125.27896995708154,2.4034334763948495,2.060085836909871,2.2746781115879826,2.1030042918454934,5.278969957081545
70,niclas fullkrug,31,CF,15000000.0,Borussia Dortmund,WHU,27000000.0,24/25,23,GER,2.0,2.5,0.5,bundesliga,3.5,0.0,0.0,0.25,3.0,0.0,0.0,0.0,0.0,0.0,24.0,137.0,0.0,0.2,1.0,3.5,1.0,4.5,17.0,2.5,22.5,35.5,0.5,0.0,0.0,0.5,6.0
71,niclas fullkrug,31,CF,15000000.0,Borussia Dortmund,WHU,27000000.0,24/25,23,GER,24.6,2.03,0.94,bundesliga,2.32,0.45,0.4878048780487805,0.4065040650406504,2.0325203252032518,0.0,0.0,0.4065040650406504,0.0,0.0,15.365853658536585,46.38211382113821,0.3252032520325203,0.13414634146341461,1.3821138211382114,1.0162601626016259,0.6504065040650406,1.9918699186991868,14.634146341463413,4.268292682926829,16.6260162601626,22.76422764227642,0.6504065040650406,0.44715447154471544,0.2032520325203252,0.4065040650406504,4.837398373983739
72,said benrahma,28,LW,20000000.0,WHU,Olympique Lyon,14400000.0,24/25,24,ALG,8.6,2.92,1.05,ligue-1,4.44,0.47,0.3488372093023256,0.186046511627907,3.0232558139534884,0.6976744186046512,0.23255813953488372,0.46511627906976744,0.0,0.0,27.674418604651162,140.11627906976744,0.3488372093023256,0.4302325581395349,2.674418604651163,1.8604651162790697,2.441860465116279,3.9534883720930236,30.930232558139537,4.186046511627907,40.697674418604656,136.97674418604652,1.744186046511628,1.744186046511628,2.0930232558139537,1.8604651162790697,13.13953488372093
73,said benrahma,28,LW,20000000.0,WHU,Olympique Lyon,14400000.0,24/25,24,ALG,6.9,2.61,0.73,premier-league,3.77,0.15,0.0,0.14492753623188406,3.333333333333333,0.0,0.43478260869565216,0.14492753623188406,0.0,0.0,27.97101449275362,73.04347826086956,0.14492753623188406,0.11594202898550725,1.5942028985507246,1.5942028985507246,1.5942028985507246,4.057971014492753,24.34782608695652,5.0724637681159415,34.492753623188406,114.4927536231884,2.463768115942029,2.1739130434782608,2.0289855072463765,3.043478260869565,10.144927536231883
74,divin mubama,19,CF,1000000.0,WHU,Manchester City U21,1400000.0,24/25,0,ENG,0.9,1.13,0.0,premier-league,0.0,0.0,0.0,0.11111111111111112,0.0,0.0,0.0,0.0,0.0,0.0,17.77777777777778,16.666666666666668,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.1111111111111112,20.0,13.333333333333332,1.1111111111111112,0.0,0.0,0.0,5.555555555555555
75,noni madueke,23,RW,40000000.0,CHE,ARS,56000000.0,25/26,59,ENG,22.6,3.54,1.33,premier-league,3.5,0.35,0.30973451327433627,0.42477876106194684,2.5221238938053094,0.0,0.44247787610619466,0.22123893805309733,0.0,0.0,23.451327433628318,81.99115044247787,0.1327433628318584,0.1415929203539823,1.415929203539823,0.7079646017699115,1.5486725663716814,3.053097345132743,26.327433628318584,8.141592920353983,28.362831858407077,154.20353982300884,2.2123893805309733,4.11504424778761,1.9911504424778759,2.0353982300884956,10.0
76,marquinhos,22,RW,5500000.0,ARS,Cruzeiro Esporte Clube,3000000.0,25/26,24,BRA,19.2,0.42,0.16,ligue-1,1.62,0.05,0.10416666666666667,0.05729166666666667,1.4583333333333335,0.0,0.052083333333333336,0.0,0.0,0.0,90.41666666666667,524.5833333333334,0.0,0.052083333333333336,0.46875,9.583333333333334,0.20833333333333334,7.864583333333334,5.9375,0.6770833333333334,69.53125,232.91666666666669,1.3020833333333335,0.0,0.15625,0.052083333333333336,0.20833333333333334
77,evann guessand,24,RW,25000000.0,OGC Nice,AVL,30000000.0,25/26,35,CIV,28.5,2.21,0.95,ligue-1,3.19,0.6,0.42105263157894735,0.3228070175438596,1.9649122807017543,0.0,0.5614035087719298,0.3508771929824561,0.0,0.10526315789473684,14.771929824561404,56.10526315789474,0.2807017543859649,0.18596491228070175,1.1228070175438596,1.6140350877192982,0.9473684210526315,2.7719298245614037,15.578947368421053,4.701754385964913,20.385964912280702,77.36842105263158,1.543859649122807,1.0526315789473684,1.719298245614035,1.6842105263157894,5.684210526315789
78,amine adli,25,LW,18000000.0,Bayer 04 Leverkusen,BOU,21000000.0,25/26,34,MAR,8.5,2.35,0.82,bundesliga,3.41,0.0,0.23529411764705882,0.31764705882352945,2.235294117647059,0.0,0.23529411764705882,0.0,0.0,0.0,31.41176470588235,84.82352941176471,0.0,0.22352941176470587,1.2941176470588236,1.0588235294117647,1.7647058823529411,2.823529411764706,33.64705882352941,6.235294117647059,29.176470588235293,98.58823529411765,2.9411764705882355,1.2941176470588236,1.7647058823529411,1.8823529411764706,11.764705882352942
79,dango ouattara,23,LW,28000000.0,BOU,BRE,42800000.0,25/26,34,BFA,22.3,2.78,0.9,premier-league,3.23,0.27,0.3139013452914798,0.37668161434977576,2.5560538116591927,0.0,0.13452914798206278,0.17937219730941703,0.0,0.04484304932735426,16.457399103139014,76.50224215246637,0.17937219730941703,0.14798206278026904,1.569506726457399,0.9417040358744394,1.1659192825112108,1.9282511210762332,22.286995515695068,5.739910313901345,22.062780269058294,79.68609865470852,1.569506726457399,1.704035874439462,1.748878923766816,1.5246636771300448,8.565022421524663
80,bryan mbeumo,25,RW,55000000.0,BRE,MUN,75000000.0,25/26,11,CMR,37.9,2.08,0.9,premier-league,3.8,0.53,0.5277044854881267,0.1978891820580475,2.5857519788918206,0.6068601583113457,0.29023746701846964,0.29023746701846964,0.079155672823219,0.052770448548812667,23.00791556728232,114.1160949868074,0.18469656992084432,0.2453825857519789,1.8469656992084433,1.662269129287599,1.5567282321899736,3.720316622691293,26.33245382585752,4.432717678100264,28.41688654353562,92.84960422163589,1.820580474934037,1.978891820580475,1.3720316622691293,1.2401055408970976,9.261213720316624
81,yoane wissa,28,CF,32000000.0,BRE,NEW,57700000.0,25/26,10,COD,32.4,2.77,1.26,premier-league,2.13,0.31,0.5864197530864198,0.5709876543209876,1.234567901234568,0.0308641975308642,0.1234567901234568,0.2469135802469136,0.0,0.0,13.88888888888889,49.90740740740741,0.1234567901234568,0.05555555555555556,0.8333333333333334,1.3580246913580247,0.4012345679012346,2.0679012345679015,13.333333333333334,5.030864197530865,16.97530864197531,51.2962962962963,0.8024691358024691,1.0493827160493827,0.46296296296296297,0.7407407407407408,4.753086419753086
82,joao pedro,23,CF,50000000.0,BHA,CHE,63700000.0,25/26,36,BRA,21.6,1.94,0.69,premier-league,3.32,0.42,0.4629629629629629,0.23148148148148145,2.5925925925925926,0.0,0.13888888888888887,0.27777777777777773,0.0,0.0,22.314814814814813,81.75925925925925,0.27777777777777773,0.14351851851851852,1.3888888888888888,1.9444444444444444,1.6666666666666665,3.6111111111111107,23.518518518518515,5.648148148148148,28.518518518518515,84.30555555555554,1.8055555555555554,1.3888888888888888,1.3425925925925926,2.1759259259259256,5.925925925925926
